VictimID,CaseID,Name,Gender,Age,OccupationID,ReligionID,CasteID,InjuryType
31373,12035,Ravi Prabhu,M,71,2,2,10,None
31374,12035,Lokesh Lingaiah,M,47,9,1,2,Psychological
31375,12904,Ramesh Choudhary,M,16,2,7,18,Minor
31376,13210,Radha Gowda,F,55,5,1,2,Grievous
31377,14516,Rubina Raju,F,39,4,2,10,None
31378,15610,Imran DSouza,M,74,1,3,12,None
31379,15628,Veena Desai,F,31,11,1,8,Minor
31380,16732,Abhishek Kamath,M,52,10,2,9,None
31381,16926,Praveen Shetty,M,63,2,1,1,Minor
31382,20053,Hemavathi Sridhara,F,25,6,7,18,Psychological
31383,20053,Meena Shetty,F,64,6,1,5,Psychological
31384,20116,Vanitha Mirza,F,15,15,1,8,None
31385,20334,Shashi Patil,M,58,2,1,1,Grievous
31386,21067,Savitha Joshi,F,20,13,1,6,None
31387,21223,Lakshmi Shaikh,F,51,8,2,11,None
31388,21435,Lokesh Fernandez,M,24,16,1,1,Minor
31389,22283,Nanditha Rao,F,72,3,7,18,Minor
31390,22283,Venkatesh Thimmaiah,M,34,12,7,18,Minor
31391,22801,Abhishek Gowda,M,41,8,1,6,None
31392,23189,Nirmala Veerappa,F,20,17,2,9,None
31393,23432,Divya Naik,F,33,11,7,18,None
31394,23524,Hemavathi Lingaiah,F,48,5,7,18,Minor
31395,24009,Bhavana Reddy,F,17,5,3,12,Fatal
31396,24009,Puneeth Krishnappa,M,35,18,1,2,Fatal
31397,24312,Reshma Shetty,F,37,10,1,5,None
31398,24352,Pushpa Reddy,F,43,8,1,6,Psychological
31399,24773,Veena Patil,F,68,17,2,10,None
31400,25082,Padmavathi Hegde,F,58,4,1,4,Minor
31401,25189,Rubina Choudhary,F,65,1,1,2,Grievous
31402,25488,Abhishek Sharma,M,67,5,2,11,Fatal
31403,25546,Rekha Naik,F,25,2,1,6,None
31404,25935,Pushpa Lingaiah,F,61,7,7,18,None
31405,26554,Savitha Shaikh,F,33,5,2,9,Psychological
31406,28275,Deepa Puttaiah,F,35,17,1,4,None
31407,28275,Akshata Prasad,F,66,1,3,13,Psychological
31408,28535,Mahesh Kamath,M,23,2,1,4,Minor
31409,28540,Sharadha Gowda,F,30,2,1,5,None
31410,29009,Padmavathi Gowda,F,67,5,1,8,Psychological
31411,29685,Reshma Hanumaiah,F,70,5,1,8,Minor
31412,29805,Siddesh Hanumaiah,M,17,10,7,18,None
31413,29840,Sumathi Pinto,F,59,14,1,6,Psychological
31414,30024,Sneha Nair,F,59,18,7,18,Psychological
31415,30347,Sneha Nair,F,20,14,1,5,Minor
31416,30347,Surendra Pinto,M,30,11,3,13,Minor
31417,30880,Harish Yellappa,M,39,2,1,3,None
31418,30880,Surendra Rangaiah,M,20,10,1,3,None
31419,32419,Gayathri Singh,F,29,10,7,18,None
31420,32658,Spandana Choudhary,F,58,7,3,12,Minor
31421,33168,Nagaveni Raju,F,19,17,1,5,Minor
31422,33567,Sudha Prabhu,F,30,16,2,11,Minor
31423,33627,Kiran Raju,M,43,4,7,18,Fatal
31424,33627,Pushpa Verma,F,46,2,1,1,Fatal
31425,33627,Pavithra Verma,F,53,17,2,9,Fatal
31426,34346,Sunil Kamath,M,46,7,7,18,Grievous
31427,34524,Nagaraj Patel,M,37,12,7,18,None
31428,35398,Ramesh Nair,M,18,5,7,18,Minor
31429,35398,Surendra Pinto,M,70,3,1,1,Minor
31430,36466,Siddesh Reddy,M,74,7,1,2,Fatal
31431,36970,Spandana Swamy,F,21,16,1,8,Psychological
31432,37121,Nagaveni Prasad,F,37,9,2,10,Minor
31433,37204,Anitha Veerappa,F,56,1,1,6,Minor
31434,37307,Sneha Prasad,F,29,4,1,1,Fatal
31435,37307,Suresh Krishnappa,M,38,6,7,18,Fatal
31436,37456,Vidya Krishnappa,F,74,16,1,7,Psychological
31437,37456,Sharadha Nayak,F,30,18,1,2,None
31438,37859,Parvathi Yellappa,F,50,2,7,18,Minor
31439,38950,Mallika Reddy,F,61,1,5,16,Psychological
31440,38950,Bharath Veerappa,M,15,9,1,4,Minor
31441,40625,Meena Reddy,F,66,3,1,7,Fatal
31442,41376,Siddesh Patel,M,66,17,1,1,None
31443,42507,Deepa Singh,F,60,9,1,3,None
31444,43544,Suresh Singh,M,31,14,1,7,None
31445,43886,Bhavana Rao,F,26,18,4,14,Minor
31446,45309,Mahesh Patel,M,43,16,7,18,None
31447,45424,Shanthala Swamy,F,51,5,1,3,Minor
31448,45855,Pavithra Sharma,F,74,9,2,9,Psychological
31449,46386,Sowmya Swamy,F,26,15,2,9,None
31450,46738,Salman Raju,M,50,2,1,6,None
31451,47465,Rekha Thimmaiah,F,75,12,2,11,Psychological
31452,49119,Santosh Hegde,M,24,9,3,12,Fatal
31453,698,Santosh Shenoy,M,62,7,2,10,None
31454,1394,Pradeep Puttaiah,M,48,12,1,1,None
31455,1580,Shivakumar Naik,M,35,1,2,10,None
31456,2302,Sharadha Basappa,F,38,3,7,18,None
31457,4362,Hemavathi Kumar,F,67,15,1,8,None
31458,5000,Arjun Murthy,M,30,10,2,9,Minor
31459,7829,Chethan Reddy,M,58,10,2,10,Minor
31460,9210,Padmavathi Pinto,F,53,4,1,8,Psychological
31461,9210,Veena Gowda,F,63,6,1,5,Psychological
31462,9647,Deepak Basappa,M,28,11,1,6,Psychological
31463,9878,Sumathi Prabhu,F,71,4,2,11,None
31464,11286,Shivakumar Mirza,M,59,16,1,4,None
31465,11286,Uma Puttaiah,F,37,15,1,4,Psychological
31466,12607,Vikas Puttaiah,M,26,2,1,7,Psychological
31467,16091,Savitha Sharma,F,29,10,3,12,Minor
31468,16527,Nikhil Sharma,M,55,10,1,8,None
31469,16692,Basavaraj Swamy,M,48,11,2,11,Fatal
31470,16896,Vikas Lingaiah,M,61,15,1,6,Grievous
31471,17901,Priya DSouza,F,53,6,1,2,None
31472,19300,Shashi Acharya,M,21,3,7,18,Grievous
31473,19300,Salman Nayak,M,45,13,1,6,Minor
31474,19300,Divya Patil,F,33,4,1,2,Minor
31475,22934,Nirmala Pinto,F,56,5,1,8,Psychological
31476,26529,Parvathi Swamy,F,45,3,1,7,Psychological
31477,26529,Sharadha Choudhary,F,40,8,1,8,Minor
31478,28928,Nirmala Raju,F,74,10,1,7,Psychological
31479,29688,Ayesha Rao,F,29,10,7,18,Minor
31480,33386,Vikas Basappa,M,73,11,2,10,None
31481,33538,Siddesh Naik,M,69,11,2,9,Psychological
31482,33851,Hemavathi Sharma,F,24,10,1,7,Minor
31483,36035,Rohan Singh,M,23,14,1,6,Grievous
31484,36116,Chandana Hegde,F,53,18,3,12,Minor
31485,37283,Abhishek Choudhary,M,33,3,1,3,None
31486,37826,Vanitha Singh,F,15,13,1,3,None
31487,38048,Geeta Murthy,F,71,7,4,15,Psychological
31488,38501,Spandana Prabhu,F,18,18,3,12,Minor
31489,40561,Meena Singh,F,20,2,7,18,None
31490,41077,Savitha Prasad,F,31,1,1,6,Minor
31491,41077,Roopa Gupta,F,23,4,3,13,None
31492,41407,Sunil Raju,M,17,14,1,3,Psychological
31493,42061,Girish Nayak,M,47,2,6,17,Minor
31494,42974,Imran Hegde,M,72,13,1,4,Grievous
31495,44616,Savitha Mirza,F,65,8,1,4,Minor
31496,45959,Anitha Hegde,F,75,7,1,8,Psychological
31497,45959,Meena Nair,F,59,14,7,18,None
31498,46221,Divya Choudhary,F,68,17,1,2,Minor
31499,48663,Geeta Veerappa,F,64,15,6,17,None
31500,48864,Divya Krishnappa,F,59,9,2,10,Minor
31501,11026,Lakshmi Swamy,F,32,10,3,13,None
31502,19587,Uma Hegde,F,58,15,2,9,Psychological
31503,22241,Umesh Siddiqui,M,24,1,1,2,Grievous
31504,26828,Kiran Swamy,M,16,6,1,5,None
31505,32903,Vanitha Desai,F,56,14,1,5,Grievous
31506,32903,Shashi Khan,M,72,10,1,6,Minor
31507,45516,Priya Naik,F,53,2,2,11,None
31508,46734,Meena Patil,F,52,2,7,18,Psychological
31509,285,Priya Reddy,F,59,13,1,3,None
31510,4249,Veena DSouza,F,46,14,1,7,None
31511,8093,Lokesh Murthy,M,72,7,2,9,Minor
31512,18683,Radha Lingaiah,F,70,18,7,18,Psychological
31513,21718,Asha Lingaiah,F,69,17,1,5,Psychological
31514,25826,Savitha Mirza,F,58,11,7,18,Grievous
31515,25969,Suresh Fernandez,M,35,12,7,18,None
31516,27658,Chethan Reddy,M,63,15,1,4,Grievous
31517,32091,Sumathi Gowda,F,44,17,4,15,Psychological
31518,39502,Akshata Kamath,F,67,17,6,17,Grievous
31519,39502,Nandakumar Prabhu,M,39,6,1,2,Minor
31520,39634,Sneha Hegde,F,73,17,3,12,None
31521,866,Nagaraj Shaikh,M,39,2,2,9,None
31522,8151,Nanditha Nair,F,23,1,1,1,Psychological
31523,42424,Geeta Shetty,F,26,13,1,6,Fatal
31524,42424,Rekha Shaikh,F,19,14,1,4,Fatal
31525,485,Mohammed Gupta,M,33,13,3,13,None
31526,7079,Rekha Swamy,F,29,14,1,5,None
31527,20438,Rekha Krishnappa,F,39,8,1,2,Minor
31528,28611,Ganesh Verma,M,17,9,1,5,Fatal
31529,32142,Umesh Raju,M,65,5,4,14,Minor
31530,32142,Mahesh Nayak,M,39,7,1,4,Grievous
31531,4869,Ramesh Lingaiah,M,72,11,1,5,Minor
31532,4869,Rahul DSouza,M,70,6,1,8,None
31533,6323,Anitha Sridhara,F,26,2,1,1,Minor
31534,12866,Venkatesh Singh,M,22,14,2,10,Minor
31535,14309,Rakesh Pinto,M,69,1,1,3,None
31536,16816,Divya Swamy,F,37,5,1,5,Psychological
31537,20291,Pavithra Murthy,F,63,13,7,18,None
31538,24246,Salman Muddaiah,M,32,1,1,8,Grievous
31539,29373,Salman Bhat,M,21,18,1,3,Psychological
31540,29373,Rajesh Sridhara,M,33,16,4,15,Psychological
31541,41687,Uma Patil,F,54,7,2,10,Minor
31542,44066,Kavitha Raju,F,27,2,5,16,Minor
31543,44066,Divya Joshi,F,72,9,1,1,Minor
31544,47686,Prasad Patel,M,17,4,1,7,None
31545,47686,Ratna Murthy,F,21,1,1,8,None
31546,288,Ramesh Lingaiah,M,15,9,1,5,None
31547,962,Gopal Mirza,M,20,6,2,11,None
31548,2985,Akash Khan,M,53,12,1,1,None
31549,6849,Ayesha Naik,F,45,15,1,5,None
31550,7340,Basavaraj Murthy,M,74,4,1,5,None
31551,8229,Rekha Thimmaiah,F,62,12,1,7,Minor
31552,18287,Praveen Kamath,M,73,7,3,12,None
31553,18287,Vikas Lingaiah,M,17,14,1,8,Minor
31554,18771,Prasad Fernandez,M,46,16,7,18,Psychological
31555,18957,Priya Gupta,F,30,17,2,9,Grievous
31556,24452,Vanitha Reddy,F,50,8,1,5,None
31557,34374,Uma Shaikh,F,53,1,1,7,None
31558,48839,Pavithra Shenoy,F,41,3,1,6,Minor
31559,2249,Veena DSouza,F,53,17,3,12,None
31560,3602,Usha Joshi,F,58,4,3,13,None
31561,10757,Sowmya Bhat,F,23,17,2,9,Minor
31562,11306,Arjun Veerappa,M,45,8,1,3,Minor
31563,13513,Ajay Raju,M,18,5,2,9,None
31564,16284,Surendra Basappa,M,25,7,1,1,Fatal
31565,16284,Chandana Veerappa,F,29,17,1,1,Fatal
31566,18190,Savitha Acharya,F,55,10,1,5,Minor
31567,18190,Vanitha Bhat,F,61,13,2,11,Minor
31568,20849,Uma Hanumaiah,F,58,17,1,7,Minor
31569,23763,Sunil Bhat,M,66,14,4,15,None
31570,23806,Uma Prasad,F,70,10,4,14,Psychological
31571,25453,Asha Kumar,F,38,4,7,18,Grievous
31572,25453,Madesh Khan,M,72,7,1,1,Minor
31573,42789,Sunil Raju,M,72,16,1,2,Fatal
31574,42789,Sanjay Naik,M,29,16,3,13,Fatal
31575,42859,Anil Verma,M,38,1,7,18,None
31576,7682,Padmavathi Raju,F,22,16,2,11,None
31577,21897,Sneha Sridhara,F,16,17,1,1,Fatal
31578,26812,Nagaveni Reddy,F,27,13,2,10,Minor
31579,43589,Nandakumar Puttaiah,M,61,2,2,10,Minor
31580,45409,Rajesh Krishnappa,M,64,17,3,12,None
31581,45581,Spandana Verma,F,20,3,7,18,None
31582,4352,Sunitha Lingaiah,F,39,12,1,2,Psychological
31583,6571,Sunil Hegde,M,49,12,1,1,None
31584,11228,Mallika Murthy,F,67,1,1,7,Psychological
31585,18716,Ayesha Prabhu,F,29,14,1,6,Psychological
31586,25937,Naresh Patel,M,31,11,1,6,None
31587,26253,Puneeth Joshi,M,70,4,7,18,Minor
31588,37714,Manoj Puttaiah,M,44,17,1,6,Grievous
31589,49882,Siddesh Patil,M,17,9,1,4,Fatal
31590,37657,Vanitha Hegde,F,73,11,1,1,None
31591,37657,Nagaveni Shaikh,F,72,3,1,5,Minor
31592,46187,Mahesh Mirza,M,48,18,7,18,Minor
31593,34177,Ganesh Shaikh,M,30,15,3,13,Minor
31594,18038,Roopa Mirza,F,71,13,2,9,Fatal
31595,21627,Vidya Murthy,F,29,11,2,11,Minor
31596,21627,Shashi Hanumaiah,M,57,8,1,5,Minor
31597,22230,Divya Siddiqui,F,56,10,1,8,Minor
31598,29050,Manjula Prabhu,F,55,9,1,1,Minor
31599,40956,Ganesh Patil,M,45,18,1,2,Minor
31600,40956,Nanditha Gowda,F,51,4,4,14,Minor
31601,663,Padmavathi Naik,F,25,15,6,17,None
31602,817,Surendra Mirza,M,19,12,1,8,None
31603,4110,Ajay Yellappa,M,16,8,3,12,Psychological
31604,4115,Spandana Pinto,F,32,6,7,18,None
31605,4973,Chandana Muddaiah,F,63,4,2,9,None
31606,6078,Vidya Yellappa,F,48,6,7,18,None
31607,7363,Anitha Choudhary,F,62,9,1,2,Psychological
31608,8120,Vijay Nayak,M,35,17,1,8,Psychological
31609,9723,Rohan Puttaiah,M,16,2,3,13,Minor
31610,9825,Nagaveni Mirza,F,35,15,2,10,None
31611,10460,Sumathi Hegde,F,75,11,1,5,None
31612,10555,Pooja Hegde,F,71,3,7,18,Minor
31613,10641,Rekha Prasad,F,51,1,1,2,Psychological
31614,10836,Pradeep Puttaiah,M,34,9,1,4,None
31615,10836,Chandana Acharya,F,32,4,1,1,None
31616,11445,Shanthala Krishnappa,F,68,6,7,18,None
31617,12342,Umesh Lingaiah,M,43,8,1,1,None
31618,13184,Chethan Siddiqui,M,37,6,6,17,None
31619,13752,Nanditha Krishnappa,F,63,18,2,11,Grievous
31620,14315,Vanitha Basappa,F,41,18,1,7,Psychological
31621,15297,Praveen Naik,M,25,15,2,10,Grievous
31622,17100,Siddesh Lingaiah,M,46,14,1,2,Psychological
31623,17100,Deepa Hegde,F,28,7,1,2,Psychological
31624,17480,Nagaveni Fernandez,F,20,5,1,2,Minor
31625,17861,Dinesh Mirza,M,35,1,1,2,Minor
31626,17861,Deepak Lingaiah,M,51,8,7,18,Minor
31627,18214,Fathima Murthy,F,15,9,2,9,None
31628,18907,Kavitha Kumar,F,59,12,1,5,Fatal
31629,18907,Nikhil Basappa,M,63,7,1,2,Fatal
31630,19407,Praveen Siddiqui,M,72,7,7,18,Minor
31631,19705,Hemavathi Gowda,F,68,3,7,18,None
31632,22023,Nanditha Nayak,F,43,7,7,18,Minor
31633,22023,Nagaveni Desai,F,75,9,1,4,Minor
31634,22749,Shanthala Patel,F,25,13,6,17,Psychological
31635,24651,Nanditha Fernandez,F,21,17,1,1,Minor
31636,25430,Geeta Krishnappa,F,48,3,1,6,None
31637,25635,Madesh Joshi,M,62,11,1,5,Minor
31638,26178,Bhavana Veerappa,F,22,16,7,18,None
31639,26178,Vanitha Prabhu,F,49,11,1,1,None
31640,27245,Veena Hegde,F,32,14,1,4,None
31641,27568,Vanitha Siddiqui,F,51,15,3,13,None
31642,29816,Venkatesh Siddiqui,M,30,5,7,18,Grievous
31643,30740,Fathima Prabhu,F,56,1,1,6,Grievous
31644,31778,Krishnaraj Fernandez,M,31,5,4,14,None
31645,32845,Vijay Kamath,M,23,5,2,9,None
31646,32972,Rakesh Verma,M,47,3,1,8,Fatal
31647,32972,Salman Lingaiah,M,62,7,1,3,Fatal
31648,32972,Sudha Verma,F,65,7,3,12,Fatal
31649,32982,Roopa Mirza,F,74,9,2,9,None
31650,33989,Kiran Desai,M,56,5,1,6,Minor
31651,34081,Reshma Thimmaiah,F,30,15,3,13,Minor
31652,34081,Sudha Rangaiah,F,49,10,7,18,Minor
31653,34239,Nagaraj Rao,M,62,18,2,11,None
31654,34276,Nagaveni Reddy,F,38,5,7,18,Psychological
31655,34276,Ayesha Prasad,F,48,6,1,8,Minor
31656,34489,Kavitha Swamy,F,57,16,2,11,Grievous
31657,34779,Akash Raju,M,70,6,1,2,Fatal
31658,35645,Siddesh Raju,M,33,8,2,10,None
31659,37624,Lokesh Kumar,M,36,1,1,8,None
31660,37692,Parvathi Kumar,F,34,10,1,3,Minor
31661,37734,Prasad Hegde,M,26,12,7,18,Minor
31662,37830,Akash Shaikh,M,39,5,2,9,Grievous
31663,38665,Roopa Singh,F,46,6,1,7,Minor
31664,41007,Veena Puttaiah,F,37,6,7,18,Minor
31665,41151,Manjula Verma,F,21,16,5,16,Minor
31666,41585,Parvathi Yellappa,F,75,9,7,18,Psychological
31667,41999,Priya Reddy,F,25,7,1,6,Psychological
31668,42693,Uma Pinto,F,47,13,2,10,Grievous
31669,42774,Fathima Krishnappa,F,28,4,1,4,None
31670,43525,Pooja Puttaiah,F,71,3,1,8,Psychological
31671,43525,Shanthala Hanumaiah,F,38,3,3,13,Minor
31672,44712,Bharath Rangaiah,M,64,10,1,6,Minor
31673,44776,Rubina Verma,F,25,18,1,2,Minor
31674,44776,Divya Krishnappa,F,43,15,3,13,None
31675,46291,Nandakumar Muddaiah,M,51,4,7,18,Psychological
31676,47170,Veena Patil,F,62,10,1,8,Fatal
31677,47298,Anitha Naik,F,69,4,2,10,Minor
31678,47360,Bharath Sharma,M,30,16,2,9,Grievous
31679,47360,Chethan Rangaiah,M,58,17,1,1,Minor
31680,47360,Pavithra Rao,F,25,8,7,18,Minor
31681,47851,Parvathi Thimmaiah,F,71,3,1,8,Minor
31682,47851,Rohan Gowda,M,42,3,3,12,Minor
31683,48699,Pushpa Hanumaiah,F,29,11,2,11,Psychological
31684,49988,Krishnaraj Kumar,M,39,15,2,10,None
31685,911,Ayesha Siddiqui,F,74,8,1,6,None
31686,1471,Basavaraj Kamath,M,40,10,7,18,None
31687,1661,Padmavathi Fernandez,F,63,1,1,4,None
31688,2042,Meena Basappa,F,18,1,1,6,None
31689,2934,Manoj Basappa,M,67,4,3,13,None
31690,3550,Rubina Khan,F,17,13,2,11,None
31691,3797,Vikas Patel,M,72,10,7,18,None
31692,4232,Ravi Murthy,M,24,1,1,1,None
31693,4877,Salman Raju,M,47,5,1,3,Minor
31694,4988,Vijay Acharya,M,21,9,1,2,Minor
31695,5026,Faisal Yellappa,M,71,16,1,4,Minor
31696,6282,Salman Puttaiah,M,28,1,2,11,None
31697,6282,Bharath Rao,M,41,10,1,5,Psychological
31698,6629,Ratna Nayak,F,67,12,1,7,None
31699,7330,Veena DSouza,F,21,6,1,4,Psychological
31700,7330,Ramesh Kumar,M,73,17,7,18,Psychological
31701,10058,Sowmya Patil,F,57,15,1,2,Minor
31702,11146,Ayesha Lingaiah,F,72,10,7,18,Minor
31703,11978,Harish Acharya,M,57,12,1,7,Minor
31704,11996,Puneeth Fernandez,M,45,13,1,8,None
31705,12081,Vanitha Prasad,F,26,11,2,11,Minor
31706,12703,Naresh Bhat,M,75,1,1,3,Psychological
31707,14217,Surendra Singh,M,54,5,1,6,None
31708,14826,Madesh Mirza,M,23,5,2,11,Minor
31709,15226,Harish Bhat,M,49,4,1,1,Grievous
31710,15414,Deepa Hegde,F,17,2,1,5,Grievous
31711,17066,Pooja Thimmaiah,F,21,16,3,13,Minor
31712,17290,Chandana Patil,F,34,18,7,18,Fatal
31713,17492,Divya Krishnappa,F,24,9,1,3,Minor
31714,19374,Reshma Reddy,F,29,2,7,18,Psychological
31715,19628,Chethan Singh,M,18,6,1,6,Grievous
31716,20109,Naveen Prabhu,M,31,18,1,5,Minor
31717,22119,Pooja Hegde,F,30,12,3,13,Minor
31718,23037,Nikhil Puttaiah,M,16,18,1,4,Minor
31719,24314,Manoj Swamy,M,55,15,3,12,None
31720,24943,Pavithra Joshi,F,43,10,1,7,Minor
31721,24963,Surendra Thimmaiah,M,50,11,2,11,Minor
31722,25526,Pooja Shaikh,F,29,15,1,8,None
31723,25748,Abhishek Lingaiah,M,42,1,7,18,Minor
31724,25813,Chethan Joshi,M,64,5,1,5,Minor
31725,26589,Roopa Siddiqui,F,48,10,1,8,None
31726,26598,Radha Veerappa,F,55,11,2,9,Psychological
31727,27508,Ramesh Prasad,M,37,15,1,6,Grievous
31728,27515,Umesh Krishnappa,M,17,14,1,4,Psychological
31729,27631,Rohan Shetty,M,69,12,1,3,None
31730,27905,Priya Murthy,F,15,15,4,15,Fatal
31731,28358,Lakshmi Kumar,F,62,7,1,2,Minor
31732,28987,Chandana Acharya,F,73,18,1,5,Grievous
31733,30514,Radha Bhat,F,40,5,7,18,Psychological
31734,30836,Spandana Gupta,F,53,8,1,1,Grievous
31735,30836,Pushpa Pinto,F,45,2,1,7,Minor
31736,30836,Basavaraj Gupta,M,18,7,1,2,Grievous
31737,31247,Meena Shetty,F,51,9,2,9,Grievous
31738,31293,Umesh Prabhu,M,53,7,1,4,Minor
31739,32173,Asha Krishnappa,F,55,15,1,6,Grievous
31740,32377,Nagaraj Sharma,M,51,17,3,13,None
31741,32567,Girish Hegde,M,25,5,1,5,Minor
31742,32714,Rubina Gowda,F,27,4,1,5,Grievous
31743,32825,Sanjay Acharya,M,58,6,1,7,Minor
31744,33081,Praveen Raju,M,54,1,1,6,None
31745,33141,Ayesha Khan,F,66,8,2,9,Minor
31746,33368,Kavitha Acharya,F,57,17,1,8,None
31747,33784,Pooja Acharya,F,40,3,1,3,Fatal
31748,33812,Akshata Fernandez,F,70,10,2,10,Psychological
31749,33812,Vidya Sharma,F,48,6,7,18,None
31750,33830,Pavithra Singh,F,31,16,5,16,Minor
31751,35926,Kiran Shetty,M,44,13,1,4,Psychological
31752,35977,Veena Reddy,F,20,3,1,1,Psychological
31753,36266,Venkatesh Desai,M,52,15,1,3,Minor
31754,38063,Reshma Rangaiah,F,72,2,7,18,Minor
31755,38073,Sharadha Krishnappa,F,61,3,7,18,Minor
31756,39154,Chandana Desai,F,62,14,1,4,Psychological
31757,39159,Mallika Hanumaiah,F,51,2,3,13,Grievous
31758,39159,Lokesh Mirza,M,16,10,7,18,Grievous
31759,40552,Chethan Rao,M,35,8,1,3,Fatal
31760,40552,Deepa Rangaiah,F,19,11,1,2,Fatal
31761,40680,Veena Choudhary,F,23,17,7,18,Minor
31762,41797,Umesh Shenoy,M,72,4,1,1,Minor
31763,42200,Ayesha Rangaiah,F,63,13,1,8,Fatal
31764,42262,Pushpa Kumar,F,24,4,1,6,Psychological
31765,43482,Nikhil Lingaiah,M,51,4,7,18,Psychological
31766,44117,Akash Shenoy,M,26,10,1,3,Grievous
31767,44574,Mahesh Raju,M,42,2,1,5,None
31768,45271,Padmavathi Nair,F,56,12,5,16,Grievous
31769,45271,Rohan Siddiqui,M,26,12,7,18,Grievous
31770,45290,Sumathi Naik,F,48,15,2,9,Grievous
31771,46272,Sharadha Rao,F,23,17,1,4,Minor
31772,46949,Nagaraj Swamy,M,43,3,1,7,Grievous
31773,46949,Praveen Shenoy,M,72,16,4,15,Minor
31774,47156,Pavithra Reddy,F,71,6,2,9,None
31775,47411,Geeta Kumar,F,29,7,7,18,Grievous
31776,47584,Madesh Gowda,M,52,11,1,5,Minor
31777,47599,Nirmala Swamy,F,71,7,1,2,Minor
31778,47939,Faisal Khan,M,54,11,1,5,Fatal
31779,48530,Shanthala Desai,F,29,2,2,10,None
31780,48693,Madesh Bhat,M,23,1,7,18,Minor
31781,48693,Anil Puttaiah,M,20,13,2,9,Minor
31782,49734,Harish Hegde,M,39,8,1,2,Grievous
31783,4,Ratna Naik,F,40,17,1,6,None
31784,233,Lokesh Mirza,M,50,13,7,18,None
31785,259,Pushpa Sridhara,F,74,4,2,11,None
31786,934,Pradeep Gowda,M,30,3,1,3,None
31787,2388,Veena Shaikh,F,31,2,7,18,None
31788,4383,Rakesh Rangaiah,M,73,6,7,18,None
31789,4432,Vikas Sridhara,M,32,13,7,18,None
31790,4912,Savitha Mirza,F,33,9,1,6,Psychological
31791,5346,Deepak Gowda,M,27,8,1,6,None
31792,5355,Padmavathi Krishnappa,F,36,4,1,4,None
31793,5992,Priya Murthy,F,51,5,1,5,None
31794,6177,Priya DSouza,F,44,18,1,6,None
31795,7196,Pavithra Shaikh,F,50,6,2,10,None
31796,7281,Pooja Shetty,F,62,11,3,12,None
31797,7394,Venkatesh DSouza,M,45,1,1,8,None
31798,11229,Geeta Rangaiah,F,42,3,1,3,None
31799,11259,Nagaraj Joshi,M,30,5,7,18,None
31800,11841,Sumathi Acharya,F,55,1,2,11,Psychological
31801,14230,Akshata Nayak,F,24,8,1,8,None
31802,15205,Padmavathi Nair,F,69,6,1,8,None
31803,15825,Rekha Lingaiah,F,15,7,7,18,None
31804,16369,Surendra Sridhara,M,40,17,7,18,Psychological
31805,16826,Pooja Nayak,F,72,2,1,8,Grievous
31806,17196,Shanthala Patel,F,62,11,1,2,Psychological
31807,17650,Mohammed Singh,M,69,12,1,6,None
31808,17989,Akash Choudhary,M,19,10,3,12,None
31809,19108,Asha Rao,F,27,4,7,18,None
31810,19244,Manoj Kamath,M,52,9,1,1,None
31811,19477,Pushpa Puttaiah,F,55,11,1,3,Grievous
31812,19477,Ramesh Kamath,M,37,3,6,17,Minor
31813,20229,Anitha Sharma,F,71,14,7,18,Psychological
31814,20562,Reshma Verma,F,50,6,1,2,Psychological
31815,21517,Nagaraj DSouza,M,70,17,2,11,Grievous
31816,21517,Akshata Murthy,F,75,15,3,13,Minor
31817,21642,Siddesh Verma,M,41,12,2,11,Fatal
31818,22058,Sanjay Hegde,M,38,16,7,18,Minor
31819,23039,Harish Joshi,M,44,13,1,8,Minor
31820,23649,Chandana Hanumaiah,F,30,15,1,6,Psychological
31821,24138,Deepak Singh,M,55,18,1,6,Psychological
31822,24560,Rahul Raju,M,51,10,1,8,Grievous
31823,24936,Usha Acharya,F,24,5,7,18,Minor
31824,25128,Arjun Desai,M,71,16,1,3,None
31825,25128,Priya Lingaiah,F,16,13,1,5,Minor
31826,25337,Anil Singh,M,17,11,5,16,None
31827,25422,Nagaveni Shetty,F,75,10,1,1,Psychological
31828,25422,Ratna Verma,F,18,15,2,10,None
31829,26122,Lokesh Hegde,M,53,10,2,9,Grievous
31830,26549,Puneeth Choudhary,M,22,8,2,9,Minor
31831,26549,Umesh Raju,M,30,10,7,18,Minor
31832,28520,Nirmala Kamath,F,75,12,3,12,Psychological
31833,29379,Asha Verma,F,26,7,1,1,Grievous
31834,30948,Shanthala Rangaiah,F,68,1,2,10,Fatal
31835,31260,Basavaraj Nayak,M,45,2,1,5,Minor
31836,31985,Mallika Choudhary,F,25,10,4,15,Minor
31837,33292,Parvathi Verma,F,65,13,4,14,Minor
31838,35965,Akash Rangaiah,M,67,10,2,11,Grievous
31839,36304,Sowmya Acharya,F,32,13,1,7,Minor
31840,37374,Akash Verma,M,37,17,7,18,Grievous
31841,37374,Sunil Sridhara,M,49,12,1,3,Minor
31842,37374,Sumathi Hanumaiah,F,20,12,5,16,Grievous
31843,38288,Priya Acharya,F,54,6,1,2,Minor
31844,38288,Anitha Pinto,F,69,6,1,1,Minor
31845,39078,Lokesh Yellappa,M,44,11,1,5,Minor
31846,39559,Vikas Verma,M,40,13,3,13,Fatal
31847,39559,Deepa Bhat,F,54,7,1,5,Fatal
