EmployeeID,UnitID,DesignationID,FirstName,LastName,Gender,DOB,JoinDate,PhoneNo
736,96,9,Deepak,Veerappa,M,1977-06-15,2000-03-23,8065304811
737,96,8,Nagaraj,Shetty,M,1995-04-15,2018-06-22,8264056687
738,96,14,Manoj,Rangaiah,M,1996-11-14,2022-12-16,8031856387
739,96,10,Shashi,Yellappa,M,1973-12-17,2003-02-23,9571127098
740,96,15,Kavitha,Patil,F,1988-02-20,2016-02-04,9386740966
741,97,10,Rakesh,Swamy,M,1984-06-10,2010-08-01,9629077681
742,97,14,Mahesh,Shenoy,M,1983-04-06,2012-01-04,8256794869
743,97,8,Harish,Basappa,M,1984-10-15,2011-07-16,8327825403
744,97,15,Akash,Sridhara,M,1993-03-28,2020-02-26,8399187990
745,97,14,Sunil,Prasad,M,1986-09-02,2018-08-24,9496693449
746,97,10,Faisal,Naik,M,1984-09-21,2007-11-18,9735827078
747,97,8,Bhavana,Veerappa,F,1977-08-17,1999-02-22,8234124750
748,98,12,Vanitha,Khan,F,1993-02-26,2022-10-11,8089039884
749,98,8,Prasad,Desai,M,1976-07-01,2006-06-13,9422217180
750,98,9,Chethan,Patil,M,1983-03-06,2009-02-05,9464663717
751,98,8,Nandakumar,Prabhu,M,1976-01-23,1998-05-13,9752955238
752,98,13,Manoj,Murthy,M,1972-01-07,1997-10-19,9576166580
753,98,14,Rakesh,Gupta,M,1968-06-15,1998-07-03,8113879756
754,98,14,Fathima,Singh,F,1966-05-18,1997-11-04,9584451573
755,99,10,Ajay,Hanumaiah,M,1991-08-03,2022-09-07,9660104178
756,99,10,Rohan,Khan,M,1992-09-15,2014-01-27,8193312959
757,99,10,Rajesh,Sharma,M,1995-05-20,2021-11-13,9394853379
758,99,12,Ramesh,Patil,M,1969-05-03,1997-12-04,9684689357
759,99,14,Vanitha,Shaikh,F,1997-06-22,2022-11-09,8146643203
760,99,13,Prasad,Verma,M,1994-10-11,2016-12-05,9910274812
761,99,15,Lakshmi,Gowda,F,1976-07-18,2005-07-18,9797120361
762,100,8,Madesh,Sridhara,M,1972-06-27,2000-10-12,8033781587
763,100,8,Geeta,Yellappa,F,1988-04-15,2010-04-24,9847733231
764,100,13,Praveen,Reddy,M,1984-12-08,2009-08-12,9847682480
765,100,11,Rajesh,Nair,M,1990-02-28,2016-10-17,8132881048
766,100,10,Ganesh,Rangaiah,M,1973-12-03,1997-05-19,9580206603
767,100,12,Praveen,Fernandez,M,1966-12-22,1996-10-09,9985177493
768,100,15,Lakshmi,Desai,F,1968-06-14,1996-05-04,9979564413
769,101,13,Puneeth,Rao,M,1979-01-09,2007-09-15,9310692467
770,101,13,Naresh,Hanumaiah,M,1966-12-08,1994-02-08,9532076343
771,101,9,Pradeep,Siddiqui,M,1971-01-16,1999-01-19,9954869326
772,101,11,Uma,Basappa,F,1980-06-27,2002-06-17,9519785926
773,101,15,Akash,Hegde,M,1993-10-04,2016-01-02,8052047653
774,101,9,Meena,Sharma,F,1993-01-10,2022-11-14,9723667066
775,101,8,Spandana,Sharma,F,1983-07-13,2006-10-25,8041287760
776,102,8,Mallika,Murthy,F,1994-07-20,2022-02-11,9913485913
777,102,13,Kiran,Nair,M,1971-02-01,2002-12-03,8335986503
778,102,10,Fathima,Krishnappa,F,1981-06-14,2010-12-20,8134954217
779,102,8,Mahesh,Shetty,M,1984-10-14,2014-11-25,9351766978
780,102,10,Shivakumar,Basappa,M,1984-10-11,2010-06-01,8288710632
781,102,10,Mahesh,Khan,M,1997-09-28,2019-07-12,9536893461
782,102,11,Sudha,Acharya,F,1977-11-16,2006-10-23,9387632976
783,103,13,Nandakumar,Shenoy,M,1991-06-06,2014-08-26,9876562688
784,103,8,Pradeep,Singh,M,1979-08-20,2004-04-16,9360454028
785,103,10,Rajesh,Swamy,M,1965-02-12,1987-09-04,9649000479
786,103,13,Ramesh,Naik,M,1977-04-10,2001-04-09,9655609531
787,103,11,Asha,Nair,F,1966-03-27,1992-02-01,9928420515
788,103,9,Prasad,Verma,M,1984-08-08,2011-06-22,9680722909
789,103,14,Reshma,Kumar,F,1972-03-05,1997-04-18,8060231696
790,104,14,Pradeep,Khan,M,1967-10-19,1992-09-10,9653980546
791,104,12,Umesh,Krishnappa,M,1996-04-24,2019-08-26,9992528662
792,104,14,Akash,Mirza,M,1997-06-16,2022-08-06,9360181152
793,104,15,Faisal,Thimmaiah,M,1995-05-19,2022-11-26,8397206259
794,104,11,Praveen,Sridhara,M,1980-07-07,2006-07-13,8331100279
795,104,13,Padmavathi,Lingaiah,F,1970-03-25,1993-05-15,8257187591
796,104,11,Chandana,Rao,F,1994-09-20,2021-07-15,8168049927
797,105,15,Deepak,Gupta,M,1989-01-06,2018-04-09,9920185574
798,105,9,Vijay,Krishnappa,M,1997-09-21,2020-05-08,9725916596
799,105,8,Chethan,Nair,M,1986-04-22,2013-05-10,9946838009
800,105,10,Akash,Muddaiah,M,1981-01-25,2007-05-27,9364198613
801,105,8,Roopa,Mirza,F,1997-03-28,2022-04-08,9573678024
802,105,15,Rahul,Yellappa,M,1986-02-11,2011-07-25,8038129989
803,105,15,Veena,Lingaiah,F,1966-06-05,1997-03-10,9877082048
804,106,13,Sharadha,Singh,F,1991-07-22,2019-12-18,9453765651
805,106,8,Umesh,Bhat,M,1986-10-21,2017-10-19,8061179711
806,106,14,Ganesh,Muddaiah,M,1989-04-16,2012-06-19,8195765571
807,106,9,Deepa,Hegde,F,1976-01-27,2007-08-01,9636709158
808,106,14,Vijay,Verma,M,1979-05-22,2009-02-15,9859479669
809,106,10,Deepak,Choudhary,M,1990-03-04,2014-09-14,8119229212
810,106,14,Vanitha,Shetty,F,1978-05-14,2010-08-06,8387187458
811,107,11,Pavithra,Fernandez,F,1994-05-07,2016-03-15,9763584671
812,107,11,Puneeth,Acharya,M,1996-08-15,2022-01-24,9748642865
813,107,15,Basavaraj,Pinto,M,1984-07-20,2008-07-08,9692911191
814,107,15,Siddesh,DSouza,M,1976-12-19,1999-07-23,9842171352
815,107,10,Ratna,Siddiqui,F,1983-11-03,2008-08-14,8226271298
816,107,9,Uma,Krishnappa,F,1985-07-15,2009-05-07,8215990830
817,107,15,Savitha,Kumar,F,1994-07-11,2022-04-13,9811441144
818,108,10,Deepak,DSouza,M,1994-08-15,2017-02-18,9942520097
819,108,15,Umesh,Basappa,M,1982-03-06,2004-10-04,9649479427
820,108,14,Ravi,Kumar,M,1965-11-09,1989-08-12,9639081281
821,108,11,Gopal,Pinto,M,1968-11-26,1998-11-22,9923796681
822,108,12,Gopal,Sharma,M,1965-01-25,1993-04-08,9342016340
823,108,8,Harish,Naik,M,1965-06-27,1990-11-22,9739604115
824,108,9,Akshata,Patil,F,1975-01-14,2005-02-27,9353309319
825,109,11,Nandakumar,Verma,M,1990-07-04,2015-04-04,9353401695
826,109,14,Santosh,Prabhu,M,1965-07-07,1994-04-03,9947373949
827,109,13,Ramesh,Kumar,M,1978-07-10,2009-08-04,8286397410
828,109,9,Surendra,Prabhu,M,1989-11-25,2013-06-06,9952676804
829,109,15,Sudha,Acharya,F,1966-10-19,1995-07-17,9941195619
830,109,8,Sunil,Naik,M,1972-05-08,2000-04-20,9718042731
831,109,10,Parvathi,Thimmaiah,F,1983-04-05,2011-04-21,9841952404
832,110,15,Sharadha,Shetty,F,1982-06-21,2004-09-26,8096979318
833,110,8,Manjula,Acharya,F,1986-04-07,2016-01-22,9539855935
834,110,14,Puneeth,Prabhu,M,1976-08-21,1998-02-28,8119393216
835,110,8,Fathima,Bhat,F,1978-03-03,2002-10-18,9541717008
836,110,14,Rahul,Yellappa,M,1984-03-24,2009-04-14,9691315976
837,110,12,Abhishek,Sridhara,M,1977-05-28,2006-02-12,8060696383
838,110,10,Roopa,Sridhara,F,1992-09-20,2020-03-27,8112658997
839,111,14,Naresh,Shenoy,M,1974-09-24,1998-05-13,8151050127
840,111,14,Bharath,Puttaiah,M,1995-02-11,2019-12-16,9530766764
841,111,8,Lakshmi,Krishnappa,F,1988-08-13,2016-07-24,9361544630
842,111,9,Harish,Rao,M,1972-07-19,1996-04-25,8044260204
843,111,13,Lokesh,Thimmaiah,M,1988-12-02,2020-07-14,9542528051
844,111,13,Pradeep,Fernandez,M,1966-12-22,1998-03-09,8371132251
845,111,10,Padmavathi,Khan,F,1975-01-04,1998-11-23,8063373950
846,112,9,Puneeth,Nair,M,1992-03-27,2020-05-23,9477195678
847,112,14,Chandana,Shenoy,F,1991-12-28,2014-02-21,8356223620
848,112,12,Vanitha,Prasad,F,1984-01-06,2013-01-04,9766081482
849,112,12,Rahul,Desai,M,1975-03-12,1999-12-05,9575293067
850,112,9,Gopal,Hanumaiah,M,1978-03-07,2000-12-06,9544809624
851,112,14,Veena,Siddiqui,F,1971-11-06,1994-05-03,8026734478
852,112,12,Sudha,Acharya,F,1966-10-08,1995-08-22,9711275951
853,113,8,Madesh,Rangaiah,M,1967-02-07,1997-01-13,8379803166
854,113,12,Nagaveni,Basappa,F,1986-10-14,2013-06-22,9352308622
855,113,13,Akshata,Prasad,F,1989-10-02,2016-06-26,9710414016
856,113,14,Rahul,Shetty,M,1966-10-04,1996-05-23,9559449823
857,113,15,Lokesh,Choudhary,M,1977-01-21,2004-01-21,9316141035
858,113,13,Pooja,Sridhara,F,1979-10-16,2007-12-20,9756752592
859,113,14,Roopa,DSouza,F,1971-12-13,1997-10-07,9679800523
860,114,8,Meena,Thimmaiah,F,1970-05-27,2002-09-28,8132555671
861,114,9,Roopa,DSouza,F,1980-04-07,2004-11-23,9724155900
862,114,8,Ravi,Prabhu,M,1989-05-08,2015-11-16,9926521948
863,114,15,Naresh,Pinto,M,1986-04-19,2017-02-21,9360601468
864,114,14,Ayesha,Mirza,F,1992-04-08,2018-02-10,9724949509
865,114,11,Arjun,Nayak,M,1988-03-28,2015-07-19,9851714724
866,114,8,Chandana,Muddaiah,F,1977-07-14,2004-06-26,9926952687
867,115,11,Dinesh,Prasad,M,1965-09-28,1994-06-05,9439380829
868,115,15,Shivakumar,Puttaiah,M,1983-03-24,2015-12-02,8352968377
869,115,9,Sanjay,Hanumaiah,M,1995-11-27,2020-08-10,8017893691
870,115,13,Priya,Verma,F,1979-12-24,2001-03-28,8162587561
871,115,10,Suresh,Lingaiah,M,1990-06-14,2022-08-12,8062487600
872,115,12,Vijay,Pinto,M,1977-12-28,2007-07-04,9653408507
873,115,8,Reshma,Shenoy,F,1994-11-06,2022-03-15,8149068306
874,116,11,Vanitha,Nair,F,1965-06-24,1996-02-22,9660540462
875,116,14,Pooja,Patil,F,1968-02-12,1997-03-02,9779180538
876,116,14,Shivakumar,Siddiqui,M,1990-04-02,2013-04-13,8150626311
877,116,10,Santosh,Murthy,M,1970-08-28,2002-07-09,9997670412
878,116,8,Rakesh,Nayak,M,1970-02-16,2002-11-17,9513090599
879,116,15,Sanjay,Pinto,M,1971-10-06,1999-08-21,8050045650
880,116,10,Uma,Prabhu,F,1969-12-28,1999-03-13,9862854477
881,117,15,Ganesh,Veerappa,M,1972-04-22,1995-03-28,8334150810
882,117,15,Salman,Prabhu,M,1972-01-05,2003-04-21,9621787125
883,117,8,Naresh,Nayak,M,1997-05-12,2022-03-14,9910011484
884,117,8,Puneeth,Kamath,M,1993-03-19,2022-12-11,8257260360
885,117,11,Imran,Hegde,M,1967-04-02,1992-03-10,9528013093
886,117,11,Kiran,Raju,M,1982-03-24,2013-07-03,8244221141
887,117,12,Gayathri,Mirza,F,1975-07-15,1998-05-22,8029225877
888,118,9,Pradeep,Gupta,M,1977-12-12,2008-11-21,8291194302
889,118,10,Deepak,Desai,M,1989-01-20,2014-02-09,9781332718
890,118,14,Ganesh,Acharya,M,1970-06-11,1996-03-28,9546728250
891,118,14,Sunil,Murthy,M,1971-02-06,2001-12-10,8375715496
892,118,13,Imran,Hanumaiah,M,1983-09-09,2014-02-02,9652680752
893,118,14,Asha,Raju,F,1990-08-19,2014-05-01,9978929583
894,118,10,Akshata,Shetty,F,1974-07-19,2000-01-24,9959680785
895,119,11,Mohammed,Puttaiah,M,1991-12-15,2015-08-12,8177408068
896,119,14,Puneeth,Singh,M,1984-11-28,2007-05-14,9322098465
897,119,9,Rahul,Khan,M,1970-03-19,1992-02-24,9484378065
898,119,8,Vidya,Fernandez,F,1997-12-05,2022-08-17,9981458772
899,119,14,Rajesh,Shaikh,M,1977-12-01,2005-12-18,9342779491
900,119,8,Nanditha,Sridhara,F,1975-11-25,2005-04-06,9759264742
901,119,10,Pavithra,Raju,F,1968-07-16,1996-03-12,9755360034
902,120,11,Sowmya,Nayak,F,1983-05-16,2009-05-07,9894715069
903,120,11,Ajay,Mirza,M,1997-01-15,2022-08-02,9310790690
904,120,13,Ajay,Raju,M,1971-01-12,1995-07-12,9823601326
905,120,11,Naresh,Veerappa,M,1997-03-14,2020-08-01,9698131849
906,120,15,Girish,Swamy,M,1984-06-14,2008-09-26,9424588794
907,120,15,Deepa,Shetty,F,1987-12-14,2009-06-28,9524853291
908,120,11,Sumathi,Rao,F,1973-07-14,2000-01-06,9936708243
909,121,12,Geeta,Choudhary,F,1996-09-16,2022-12-05,9363670451
910,121,14,Umesh,Nayak,M,1971-01-05,1995-06-17,9841743155
911,121,13,Nagaraj,Puttaiah,M,1965-07-16,1991-05-16,9767572954
912,121,10,Rahul,Krishnappa,M,1976-04-09,1999-05-23,9599433358
913,121,11,Roopa,Hegde,F,1997-10-06,2022-10-21,9929961679
914,121,10,Girish,Rao,M,1982-04-05,2010-01-20,9522205146
915,121,8,Gayathri,Choudhary,F,1998-05-23,2022-04-08,9367186933
916,122,14,Santosh,Sharma,M,1984-02-09,2011-05-12,8043147569
917,122,8,Naveen,Rao,M,1965-01-22,1992-04-10,8147602351
918,122,9,Vidya,Joshi,F,1981-08-12,2008-05-04,9799784619
919,122,10,Prasad,Swamy,M,1988-12-25,2019-09-20,9341977671
920,122,11,Kiran,Murthy,M,1970-02-05,2002-12-20,9715508152
921,122,11,Praveen,Sridhara,M,1971-02-18,2002-06-10,8137111862
922,122,10,Kavitha,Shetty,F,1977-07-18,2003-09-12,9370194264
923,123,9,Nagaraj,Kumar,M,1995-07-17,2022-01-06,8346795607
924,123,10,Vijay,Rao,M,1968-12-07,1996-08-22,8278919151
925,123,10,Veena,Krishnappa,F,1989-09-25,2017-07-20,9437772949
926,123,10,Abhishek,Verma,M,1965-09-15,1995-12-24,8244740194
927,123,11,Vijay,Gupta,M,1972-03-08,1994-09-08,9415246661
928,123,12,Umesh,Gupta,M,1968-11-08,1993-09-04,9897059725
929,123,13,Fathima,Puttaiah,F,1988-06-03,2018-05-24,9664806853
930,124,12,Hemavathi,Sharma,F,1965-06-08,1991-03-09,9882127089
931,124,9,Rahul,Pinto,M,1989-11-09,2021-11-20,8237670193
932,124,11,Hemavathi,Gupta,F,1978-10-21,2006-03-15,9568237550
933,124,15,Naresh,Thimmaiah,M,1976-08-06,2000-04-19,8134213769
934,124,8,Ajay,Patil,M,1976-07-22,2007-04-03,9619670211
935,124,15,Santosh,Prasad,M,1971-12-17,1995-12-25,9890972685
936,124,9,Gayathri,Murthy,F,1966-02-27,1988-11-02,9643332025
937,125,12,Shivakumar,Siddiqui,M,1965-01-26,1988-09-24,9321403835
938,125,15,Akash,Hanumaiah,M,1993-03-10,2020-08-05,9517499483
939,125,12,Pradeep,Muddaiah,M,1972-01-27,1994-02-18,9423766187
940,125,14,Shivakumar,Gowda,M,1979-01-08,2007-07-05,9397961547
941,125,14,Mohammed,Nayak,M,1996-03-04,2021-02-10,9320239462
942,125,9,Manjunath,Reddy,M,1967-10-05,1991-07-17,9390478491
943,125,10,Pooja,Desai,F,1974-11-22,2000-10-27,9456759534
944,126,12,Nagaveni,DSouza,F,1988-05-26,2011-01-28,9698027250
945,126,10,Siddesh,Sridhara,M,1995-02-04,2022-07-24,9429416986
946,126,10,Naveen,Murthy,M,1987-06-16,2015-08-23,8090764593
947,126,13,Umesh,Mirza,M,1980-07-14,2010-08-18,8276115841
948,126,11,Siddesh,Reddy,M,1991-09-19,2016-12-03,9558547818
949,126,8,Manjunath,Lingaiah,M,1995-03-04,2017-06-12,9649553600
950,126,15,Priya,Lingaiah,F,1991-04-07,2016-01-24,9625735123
951,127,10,Gayathri,Naik,F,1992-06-02,2015-11-19,9773998578
952,127,10,Savitha,Bhat,F,1988-03-03,2013-02-01,8365900995
953,127,10,Krishnaraj,Shetty,M,1998-12-10,2022-07-24,9369589132
954,127,8,Vijay,Nayak,M,1974-01-21,1996-10-25,9677551168
955,127,14,Nagaraj,Fernandez,M,1994-09-23,2020-10-17,9440509683
956,127,10,Sanjay,Reddy,M,1998-07-05,2022-07-20,9839381121
957,127,14,Asha,Lingaiah,F,1969-12-15,1998-06-21,9964371584
958,128,10,Rekha,Swamy,F,1992-04-09,2015-02-03,9390958813
959,128,13,Suresh,Khan,M,1983-03-18,2006-02-07,8311473309
960,128,12,Praveen,Lingaiah,M,1977-11-02,2002-05-03,8385805745
961,128,15,Ramesh,Sharma,M,1985-02-10,2007-06-25,9463436961
962,128,13,Akash,Prasad,M,1987-03-23,2019-02-11,8077589149
963,128,10,Suresh,Rangaiah,M,1989-08-19,2011-05-06,9672157065
964,128,9,Fathima,Reddy,F,1979-04-26,2011-11-05,9677326285
965,129,13,Gopal,Shetty,M,1986-05-12,2017-07-02,9962027391
966,129,9,Shivakumar,Hanumaiah,M,1996-02-26,2018-03-25,9483435357
967,129,9,Nagaveni,Hegde,F,1994-06-06,2020-03-03,9487378080
968,129,9,Ganesh,Joshi,M,1994-05-16,2020-08-21,9626638464
969,129,15,Kavitha,Swamy,F,1983-07-14,2014-11-05,8159221971
970,129,13,Manjunath,Reddy,M,1991-09-15,2017-11-02,8396418337
971,129,8,Shanthala,Pinto,F,1965-03-28,1988-05-13,9686522053
972,130,9,Sunil,Murthy,M,1994-11-03,2021-08-15,9981822020
973,130,15,Uma,Reddy,F,1976-12-04,2004-07-07,8054120137
974,130,13,Surendra,Thimmaiah,M,1978-12-24,2007-02-09,8115138168
975,130,15,Shivakumar,Siddiqui,M,1978-06-19,2000-10-25,8018375220
976,130,13,Vidya,Basappa,F,1978-01-07,2000-11-14,9443832435
977,130,9,Shivakumar,Kumar,M,1982-07-03,2008-12-15,8080434503
978,130,11,Akshata,Patel,F,1976-01-03,2004-06-25,9432083283
979,131,14,Krishnaraj,Basappa,M,1975-12-14,2002-12-19,8011332984
980,131,11,Ganesh,DSouza,M,1974-06-22,2001-01-05,8129795314
981,131,13,Rakesh,Fernandez,M,1991-05-17,2013-08-27,9695133372
982,131,9,Ramesh,Verma,M,1977-07-23,2007-03-20,8039009455
983,131,11,Mohammed,Hanumaiah,M,1965-06-27,1992-01-10,9477388734
984,131,9,Sneha,Thimmaiah,F,1994-07-14,2021-06-27,8267156511
985,131,13,Geeta,Joshi,F,1994-07-12,2018-09-20,9682848400
986,132,12,Madesh,Pinto,M,1992-11-10,2022-02-03,9722031000
987,132,14,Dinesh,Thimmaiah,M,1971-11-15,2001-10-26,9899618537
988,132,14,Anil,Singh,M,1994-09-13,2017-04-28,8126702129
989,132,15,Harish,Mirza,M,1990-01-12,2015-09-10,9498406780
990,132,14,Mohammed,Khan,M,1965-07-02,1987-01-05,9379654067
991,132,13,Sharadha,Patil,F,1992-04-18,2020-04-20,9962790213
992,132,8,Bhavana,Desai,F,1973-11-13,1997-07-11,8231265947
993,133,9,Faisal,Shetty,M,1997-02-21,2022-07-27,9944927495
994,133,10,Hemavathi,Verma,F,1970-02-01,1998-01-21,8330541837
995,133,9,Abhishek,Murthy,M,1966-12-24,1990-08-21,9958066234
996,133,11,Ajay,Nair,M,1980-12-25,2008-05-22,9846905154
997,133,10,Pradeep,Naik,M,1971-02-15,2002-02-04,9647911547
998,133,10,Naresh,Kumar,M,1996-06-27,2021-07-04,8112947014
999,133,14,Sudha,Thimmaiah,F,1969-04-22,1997-07-11,9970515891
1000,134,10,Pushpa,Gowda,F,1976-11-19,2008-10-28,9825731275
1001,134,13,Roopa,Shaikh,F,1965-03-17,1991-02-07,8313966837
1002,134,10,Anil,Swamy,M,1972-04-01,1999-03-08,9726989313
1003,134,15,Praveen,Reddy,M,1987-12-18,2019-05-15,8168527249
1004,134,14,Praveen,Patel,M,1976-04-22,2002-07-04,8388863503
1005,134,11,Rahul,Thimmaiah,M,1992-08-14,2022-12-09,9393605694
1006,134,9,Nanditha,Murthy,F,1992-04-19,2019-06-21,9770317901
1007,135,8,Lokesh,Patel,M,1991-05-20,2022-09-12,8014018472
1008,135,13,Nagaraj,Joshi,M,1987-04-03,2012-11-12,9329466895
1009,135,9,Rajesh,Prabhu,M,1965-12-11,1990-08-19,9341225585
1010,135,14,Vijay,Puttaiah,M,1978-09-07,2001-09-09,8320042733
1011,135,14,Mohammed,Desai,M,1985-06-07,2010-01-26,8176927800
1012,135,12,Harish,Nayak,M,1972-08-06,2003-06-19,8041732012
1013,135,8,Sumathi,Naik,F,1965-08-10,1989-07-02,8280801688
1014,136,8,Ganesh,Basappa,M,1971-07-24,1997-05-11,9363733308
1015,136,13,Shashi,Shaikh,M,1968-07-10,1997-08-28,9926295769
1016,136,9,Savitha,Singh,F,1968-01-05,1991-06-28,8040379009
1017,136,11,Rahul,Swamy,M,1965-12-28,1987-05-26,9824871807
1018,136,12,Ganesh,Patel,M,1986-12-20,2014-05-23,9628490280
1019,136,9,Umesh,Prabhu,M,1974-10-28,2002-11-15,9926424667
1020,136,11,Bhavana,Basappa,F,1996-05-11,2022-04-03,9449759879
1021,137,13,Bharath,Khan,M,1978-12-03,2001-08-02,9511762024
1022,137,15,Siddesh,Nair,M,1996-02-11,2021-10-25,8278978156
1023,137,12,Reshma,Yellappa,F,1974-09-04,1998-04-12,8070724380
1024,137,11,Anitha,Nair,F,1969-05-14,1993-11-10,8397024488
1025,137,15,Dinesh,Nayak,M,1980-01-15,2004-05-01,8198836768
1026,137,13,Manoj,Nayak,M,1970-06-14,1995-03-13,8267827496
1027,137,13,Rekha,Sridhara,F,1982-06-04,2004-11-13,8036029062
1028,138,14,Naveen,Puttaiah,M,1982-09-20,2011-09-14,9716693632
1029,138,9,Sunil,Nayak,M,1968-01-19,1994-04-03,8223560284
1030,138,14,Girish,Prasad,M,1971-04-24,1997-08-07,9637323438
1031,138,12,Faisal,Puttaiah,M,1983-12-01,2006-03-17,8373989419
1032,138,11,Ravi,Prabhu,M,1969-03-06,1996-08-05,9899393218
1033,138,13,Suresh,Joshi,M,1981-02-06,2013-01-20,9373596407
1034,138,8,Nagaveni,Khan,F,1995-02-02,2017-10-22,9440640252
1035,139,10,Akash,Bhat,M,1971-02-10,1998-08-16,9383244637
1036,139,15,Manoj,Swamy,M,1994-01-27,2021-05-23,9379502107
1037,139,15,Rakesh,Gupta,M,1998-12-21,2020-03-14,9598498728
1038,139,13,Nagaveni,Naik,F,1980-10-24,2008-06-07,9736017047
1039,139,14,Fathima,Hegde,F,1982-11-22,2012-08-17,9645609215
1040,139,13,Sharadha,Prasad,F,1991-05-10,2016-01-19,8256073515
1041,139,9,Vidya,Yellappa,F,1987-05-04,2009-08-22,9672588071
1042,140,12,Nandakumar,Lingaiah,M,1975-05-16,2001-02-26,9412092776
1043,140,11,Vijay,Rangaiah,M,1972-01-16,1998-01-14,9398617699
1044,140,8,Padmavathi,Shetty,F,1987-05-26,2017-11-25,8230808715
1045,140,12,Priya,Nair,F,1992-10-03,2018-04-02,8157597933
1046,140,14,Nagaraj,Prasad,M,1971-05-10,2002-05-06,8368494269
1047,140,13,Salman,Rangaiah,M,1973-11-25,1998-05-05,8084394708
1048,140,11,Pushpa,Shenoy,F,1970-05-19,2002-08-18,9660461294
1049,141,14,Dinesh,Shetty,M,1998-08-23,2022-09-22,9372864748
1050,141,15,Harish,Choudhary,M,1994-01-18,2016-07-03,9692571893
1051,141,11,Chandana,Krishnappa,F,1988-03-20,2018-10-10,9862701842
1052,141,8,Venkatesh,Veerappa,M,1994-01-03,2016-05-27,9924367862
1053,141,9,Vijay,Hanumaiah,M,1995-12-11,2017-02-24,8378561216
1054,141,8,Imran,Verma,M,1998-03-18,2022-03-08,9995854802
1055,141,10,Pushpa,Siddiqui,F,1984-12-01,2013-10-23,9525395963
1056,142,10,Surendra,Nayak,M,1998-02-08,2022-02-16,9877887931
1057,142,8,Rakesh,Shenoy,M,1990-08-06,2015-09-09,8368939010
1058,142,9,Vidya,Bhat,F,1966-03-05,1998-04-06,8283374285
1059,142,15,Vijay,Kamath,M,1971-10-16,1998-11-09,8061783989
1060,142,9,Venkatesh,Choudhary,M,1992-03-01,2018-08-04,8362268329
1061,142,12,Ramesh,Mirza,M,1993-01-12,2017-08-24,8147165431
1062,142,8,Deepa,Raju,F,1997-09-07,2022-12-17,8078859755
1063,143,10,Basavaraj,Mirza,M,1986-08-23,2010-05-26,9950658560
1064,143,9,Ayesha,Basappa,F,1989-08-20,2021-03-19,8298436745
1065,143,10,Imran,Prabhu,M,1987-10-20,2015-02-02,9831364734
1066,143,9,Shashi,Fernandez,M,1995-06-25,2020-12-26,9524150817
1067,143,10,Gayathri,Choudhary,F,1969-01-20,1995-02-02,9769260945
1068,143,8,Naveen,Prabhu,M,1971-12-15,1999-03-21,8384687900
1069,143,11,Usha,Patel,F,1996-08-22,2022-04-07,9668258950
1070,144,11,Radha,Rangaiah,F,1966-11-22,1989-04-02,9610702802
1071,144,14,Abhishek,Muddaiah,M,1969-06-06,2001-12-24,9980887697
1072,144,11,Abhishek,Basappa,M,1997-06-12,2022-09-28,9619013348
1073,144,14,Ganesh,Hanumaiah,M,1970-03-26,2000-05-04,9776936024
1074,144,13,Suresh,Singh,M,1983-05-13,2010-02-28,9648663966
1075,144,11,Puneeth,Shaikh,M,1997-05-13,2022-01-18,9788218402
1076,144,15,Padmavathi,Mirza,F,1966-01-11,1994-05-07,9317971455
1077,145,13,Akash,DSouza,M,1968-04-16,1991-10-20,9856418606
1078,145,14,Nanditha,Shaikh,F,1970-09-16,1994-05-24,9823966860
1079,145,11,Santosh,Raju,M,1992-08-10,2017-01-02,9836330066
1080,145,14,Mohammed,Fernandez,M,1966-09-16,1988-07-25,8026809078
1081,145,14,Bharath,Shetty,M,1972-08-04,2003-06-12,9556053543
1082,145,8,Vikas,Singh,M,1970-10-01,1995-07-24,8286242194
1083,145,8,Lakshmi,Khan,F,1968-02-02,1992-08-06,9415867922
1084,146,11,Vijay,Shetty,M,1990-08-22,2013-11-03,9743581121
1085,146,11,Nagaveni,Raju,F,1979-08-23,2005-06-25,8249283302
1086,146,11,Divya,Gupta,F,1985-12-18,2015-02-02,9365141186
1087,146,15,Sanjay,Reddy,M,1978-03-27,2008-04-10,8238289021
1088,146,10,Ramesh,Khan,M,1993-11-25,2022-02-01,8114530678
1089,146,14,Ajay,Reddy,M,1968-05-28,1999-07-16,9861350116
1090,146,14,Veena,Rao,F,1979-04-13,2003-11-14,8217014171
1091,147,8,Chethan,Raju,M,1966-10-25,1993-05-26,8339064063
1092,147,13,Rahul,Shaikh,M,1992-07-26,2014-02-18,8048576654
1093,147,15,Vidya,Hanumaiah,F,1998-05-06,2022-08-24,9527699655
1094,147,12,Pooja,Gupta,F,1970-04-25,2000-05-11,8362962477
1095,147,12,Manjunath,Gupta,M,1981-11-26,2012-01-04,9486294869
1096,147,12,Naveen,Sridhara,M,1994-01-15,2016-08-02,9374452414
1097,147,11,Sunitha,Sharma,F,1970-05-20,2000-06-03,8134132872
1098,148,12,Manoj,Thimmaiah,M,1973-04-21,1997-03-28,8398043897
1099,148,9,Santosh,Rao,M,1976-11-17,2005-10-11,9884277127
1100,148,8,Faisal,Patel,M,1981-01-22,2008-09-23,9890608327
1101,148,9,Ganesh,Krishnappa,M,1993-02-17,2016-04-07,9386553214
